name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RFG1	66.5996	-42.797	21.3266	-999	RFG	R	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFG2	65.2246	-32.5397	22.3758	-999	RFG	R	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFG3	63.2881	-21.2878	23.6009	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFG4	59.8376	-11.0649	24.4095	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFG5	56.9059	-0.833432	25.2781	-999	RFG	R	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFG6	54.5818	9.64835	25.0157	-999	RFG	R	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
RFG7	64.6332	-44.2275	33.3554	-999	RFG	R	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFG8	62.7394	-33.9789	34.3445	-999	RFG	R	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFG9	61.3218	-22.7184	35.6298	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFG10	58.9091	-12.4783	36.5587	-999	RFG	R	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFG11	56.0234	-1.00188	36.4721	-999	RFG	R	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFG12	52.5729	9.22105	37.2806	-999	RFG	R	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
RFG13	62.148	-45.6667	45.3241	-999	RFG	R	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFG14	60.773	-35.4094	46.3733	-999	RFG	R	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFG15	59.4228	-23.4056	46.5854	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFG16	55.4746	-13.6929	47.2156	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFG17	52.9979	-1.94794	48.4986	-999	RFG	R	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFG18	50.0664	8.28351	49.3672	-999	RFG	R	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter
RFG19	58.1734	-46.3883	56.0389	-999	RFG	R	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFG20	57.7935	-35.1106	57.4446	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 40	Gray Matter
RFG21	54.862	-24.8791	58.3133	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFG22	51.5001	-14.4146	57.9304	-999	RFG	R	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFG23	48.5684	-4.18303	58.7991	-999	RFG	R	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFG24	46.2442	6.29866	58.5366	-999	RFG	R	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter
ROF1	9.26434	54.9116	-18.3055	-999	ROF	R	strip	Frontal Lobe	Orbital Gyrus	Brodmann area 11	Gray Matter
ROF2	18.4415	49.5848	-13.5193	-999	ROF	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF3	28.7877	43.5135	-10.0399	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF4	37.5345	38.4197	-6.50529	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 47	Gray Matter
ROF5	44.5015	31.5719	0.186816	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
ROF6	50.9497	24.7154	6.81861	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
ROF7	55.1876	16.3382	15.3563	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
ROF8	55.8394	9.14555	22.5173	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
