name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
LPTG1	-59.6208	-55.7847	42.8372	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG2	-61.675	-46.0356	39.8665	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG3	-63.1457	-36.2643	36.9465	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG4	-63.9754	-26.9576	33.3349	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG5	-60.1583	-59.0685	32.6027	-999	LPTG	L	grid	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
LPTG6	-61.5961	-49.2735	28.9776	-999	LPTG	L	grid	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
LPTG7	-65.3765	-40.1011	25.8172	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG8	-66.8472	-30.3299	22.8973	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG9	-60.7449	-61.3317	22.4426	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 39	Gray Matter
LPTG10	-63.9171	-52.6474	19.2959	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG11	-65.9139	-43.3849	15.5827	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG12	-68.5272	-34.1682	12.5239	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG13	-61.8086	-65.1242	11.415	-999	LPTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 39	Gray Matter
LPTG14	-64.9972	-55.3955	7.63756	-999	LPTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LPTG15	-67.0514	-45.6464	4.66684	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG16	-70.8153	-37.5184	2.13713	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LAT1	-31.1373	35.6674	-24.3756	-999	LAT	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
LAT2	-42.1761	32.1139	-23.4487	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT3	-52.2275	29.5303	-19.5251	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT4	-59.459	24.8734	-11.2656	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT5	-62.6871	21.3679	-1.87072	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT6	-63.5891	17.4168	8.39514	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
LAT7	-62.7158	13.0217	18.7762	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
LAT8	-58.9164	9.27127	28.7435	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter
LSTA1	-43.9214	28.2281	-32.4117	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA2	-33.5916	25.7319	-37.4127	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA3	-26.0403	19.5291	-42.2233	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA4	-24.2019	10.5535	-47.728	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
