name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RT1	31.0	11.0	-38.0	-999	RT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RT2	40.0	5.0	-37.0	-999	RT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 38	Gray Matter
RT3	47.0	-1.0	-35.0	-999	RT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RT4	52.0	-6.0	-30.0	-999	RT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RT5	57.0	-13.0	-24.0	-999	RT	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RT6	64.0	-19.0	-21.0	-999	RT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RH1	28.0	-14.0	-22.0	-999	RH	R	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RH2	33.0	-14.0	-21.0	-999	RH	R	strip	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RH3	38.0	-14.0	-20.0	-999	RH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RH4	43.0	-14.0	-19.0	-999	RH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RH5	48.0	-13.0	-19.0	-999	RH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RH6	53.0	-12.0	-18.0	-999	RH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LF1	-25.0	-61.0	65.0	-999	LF	L	depth	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter
LF2	-25.0	-53.0	69.0	-999	LF	L	depth	Parietal Lobe	Postcentral Gyrus	Brodmann area 7	Gray Matter
LF3	-25.0	-43.0	72.0	-999	LF	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
LF4	-23.0	-33.0	72.0	-999	LF	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
LF5	-21.0	-24.0	71.0	-999	LF	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LF6	-20.0	-14.0	69.0	-999	LF	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LF7	-18.0	-5.0	67.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
LF8	-16.0	5.0	67.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
LFDA1	-3.0	-1.0	36.0	-999	LFDA	L	strip	Limbic Lobe	Cingulate Gyrus	Brodmann area 24	Gray Matter
LFDA2	-3.0	0.0	40.0	-999	LFDA	L	strip	Limbic Lobe	Cingulate Gyrus	Brodmann area 24	Gray Matter
LFDA3	-4.0	2.0	46.0	-999	LFDA	L	depth	Limbic Lobe	Cingulate Gyrus	Brodmann area 24	Gray Matter
LFDA4	-5.0	3.0	50.0	-999	LFDA	L	depth	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LFDA5	-6.0	3.0	55.0	-999	LFDA	L	depth	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LFDA6	-8.0	5.0	59.0	-999	LFDA	L	depth	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LFDB1	-7.0	-25.0	49.0	-999	LFDB	L	depth	Frontal Lobe	Paracentral Lobule	Brodmann area 4_6	Gray Matter
LFDB2	-8.0	-23.0	53.0	-999	LFDB	L	depth	Frontal Lobe	Paracentral Lobule	Brodmann area 4_6	Gray Matter
LFDB3	-8.0	-21.0	58.0	-999	LFDB	L	depth	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LFDB4	-10.0	-18.0	61.0	-999	LFDB	L	depth	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LFDB5	-11.0	-15.0	65.0	-999	LFDB	L	depth	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LFDB6	-14.0	-12.0	68.0	-999	LFDB	L	depth	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
