name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RATA1	41.5819	28.1724	-29.0675	-999	RATA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATA2	49.4709	22.7264	-28.5728	-999	RATA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATA3	55.528	14.143	-26.1854	-999	RATA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATA4	61.9652	7.29754	-22.4114	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATA5	65.5075	-1.88726	-18.6246	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATA6	67.1833	-10.5382	-13.7883	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATA7	67.5134	-21.0159	-9.57404	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATA8	68.0213	-30.5139	-4.99698	-999	RATA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATB1	17.2424	15.9703	-36.134	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB2	23.8171	23.9029	-32.7252	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB3	32.3974	29.2753	-31.1432	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB4	41.5574	28.3941	-29.7287	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB5	49.4064	22.0147	-28.0931	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB6	55.0331	14.2095	-26.1337	-999	RATB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RATB7	60.4819	5.42434	-24.5371	-999	RATB	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RATB8	63.8219	-4.51848	-21.7741	-999	RATB	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 21	Gray Matter
RSTA1	28.5113	18.0838	-44.8945	-999	RSTA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RSTA2	35.3877	10.9201	-47.2382	-999	RSTA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RSTA3	41.4362	3.71382	-47.3137	-999	RSTA	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 38	Gray Matter
RSTA4	48.9538	-4.84709	-45.7427	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA5	54.1988	-12.3178	-42.8891	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA6	59.7193	-19.6958	-37.0283	-999	RSTA	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RSTA7	63.8927	-26.8282	-29.5087	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA8	65.7693	-32.6487	-21.3676	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTB1	2.31047	-55.0189	1.90381	-999	RSTB	R	strip	Limbic Lobe	Posterior Cingulate	Brodmann area 30	Gray Matter
RSTB2	8.74479	-54.0454	-7.77755	-999	RSTB	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 19	Gray Matter
RSTB3	16.3312	-53.3803	-15.3977	-999	RSTB	R	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 19	Gray Matter
RSTB4	24.9805	-53.5134	-21.1382	-999	RSTB	R	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
RSTB5	34.2382	-53.4447	-26.0879	-999	RSTB	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RSTB6	43.9247	-52.0819	-28.3288	-999	RSTB	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RSTB7	53.1637	-49.0236	-26.9148	-999	RSTB	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RSTB8	60.0395	-43.2928	-22.1187	-999	RSTB	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RF1	23.2113	-17.2199	71.8942	-999	RF	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RF2	33.0529	-16.7278	67.0742	-999	RF	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RF3	41.5244	-17.8407	60.9709	-999	RF	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RF4	49.5655	-18.1755	54.4398	-999	RF	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RF5	56.3255	-19.6254	46.8067	-999	RF	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RF6	61.9336	-20.767	37.1126	-999	RF	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RF7	64.3051	-22.9798	27.1848	-999	RF	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RF8	65.0543	-25.0396	15.9087	-999	RF	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 41_42	Gray Matter
RP1	23.9657	-69.6921	59.3816	-999	RP	R	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter
RP2	33.4658	-67.9319	54.3151	-999	RP	R	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter
RP3	41.4566	-65.7507	48.7426	-999	RP	R	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter
RP4	48.5379	-61.5696	40.9921	-999	RP	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RP5	54.1099	-56.9673	32.7358	-999	RP	R	strip	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
RP6	58.2861	-51.6759	24.8163	-999	RP	R	strip	Temporal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
RP7	61.943	-46.0963	16.2873	-999	RP	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
RP8	64.1795	-39.6057	7.43394	-999	RP	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LAT1	-18.6489	13.7614	-35.0512	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT2	-22.9528	21.5429	-39.3305	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT3	-30.8791	21.9104	-43.2464	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT4	-40.336	16.9388	-43.8824	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT5	-48.8833	9.96744	-42.3403	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT6	-53.7552	1.91197	-37.6738	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT7	-56.6229	-6.631	-32.5531	-999	LAT	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LAT8	-60.8865	-14.4848	-27.0958	-999	LAT	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTA1	-12.7374	-41.3602	-13.0069	-999	LSTA	L	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 30	Gray Matter
LSTA2	-18.0039	-37.8126	-21.0834	-999	LSTA	L	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
LSTA3	-25.5829	-34.1084	-26.7366	-999	LSTA	L	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
LSTA4	-34.3069	-29.4004	-29.7071	-999	LSTA	L	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
LSTA5	-42.8028	-26.2287	-33.2735	-999	LSTA	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LSTA6	-50.5842	-23.2824	-39.9506	-999	LSTA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTA7	-59.8992	-21.5303	-38.7859	-999	LSTA	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LSTA8	-64.5174	-20.5216	-29.1953	-999	LSTA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTB1	-10.6834	-82.8122	-23.6415	-999	LSTB	L	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
LSTB2	-18.8896	-76.3201	-23.7217	-999	LSTB	L	strip	Occipital Lobe	*	Brodmann area 19	Gray Matter
LSTB3	-27.1445	-69.3843	-25.1241	-999	LSTB	L	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
LSTB4	-35.0824	-63.4948	-26.941	-999	LSTB	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
LSTB5	-42.9156	-55.9601	-30.3784	-999	LSTB	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
LSTB6	-50.1561	-49.379	-31.2232	-999	LSTB	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
LSTB7	-56.6107	-41.6163	-30.9145	-999	LSTB	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LSTB8	-60.6322	-33.0469	-27.4429	-999	LSTB	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAH1	22.815	-10.7278	-31.6442	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RAH2	27.2781	-12.7028	-29.647	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RAH3	31.1573	-15.1012	-27.7794	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RAH4	35.5315	-17.5661	-25.9637	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RAH5	39.4107	-19.9646	-24.0961	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH6	43.8738	-21.9395	-22.099	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 20	Gray Matter
RAH7	48.2481	-24.4044	-20.2832	-999	RAH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAH8	52.1273	-26.8028	-18.4156	-999	RAH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RPH1	30.4874	-21.9966	-23.6437	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RPH2	34.8372	-24.2397	-22.489	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RPH3	39.276	-25.9929	-21.1529	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RPH4	44.2097	-27.8124	-19.8686	-999	RPH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RPH5	48.9654	-30.6118	-18.947	-999	RPH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RPH6	53.3153	-32.8549	-17.7923	-999	RPH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RPH7	57.6651	-35.098	-16.6376	-999	RPH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RPH8	61.5199	-37.2747	-15.4312	-999	RPH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAH1	-20.6713	-12.2247	-25.4041	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter
LAH2	-26.2935	-12.4739	-25.1977	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH3	-30.9905	-13.5676	-24.615	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH4	-36.2068	-14.3731	-24.6418	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH5	-41.3986	-15.4004	-24.0074	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH6	-46.1199	-16.2722	-24.0858	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH7	-51.4897	-18.2793	-23.8143	-999	LAH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAH8	-56.2755	-19.863	-23.4131	-999	LAH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
