name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RFA1	2.0	65.0	-17.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFA2	7.0	69.0	-9.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA3	15.0	69.0	-1.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA4	24.0	67.0	4.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA5	32.0	60.0	7.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFA6	38.0	52.0	6.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFA7	43.0	42.0	4.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RFA8	48.0	33.0	3.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
RFB1	3.0	38.0	25.0	-999	RFB	R	strip	Limbic Lobe	Anterior Cingulate	Brodmann area 32	Gray Matter
RFB2	1.0	49.0	29.0	-999	RFB	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 9	Gray Matter
RFB3	5.0	57.0	32.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB4	15.0	60.0	31.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB5	25.0	58.0	27.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB6	32.0	52.0	21.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFB7	37.0	45.0	15.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFB8	44.0	37.0	9.0	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RFC1	3.0	31.0	32.0	-999	RFC	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 9	Gray Matter
RFC2	2.0	41.0	38.0	-999	RFC	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 8	Gray Matter
RFC3	6.0	49.0	41.0	-999	RFC	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 8	Gray Matter
RFC4	15.0	52.0	40.0	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
RFC5	26.0	50.0	36.0	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFC6	33.0	46.0	29.0	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFC7	39.0	40.0	21.0	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFC8	47.0	35.0	14.0	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter
RFD1	50.0	-42.0	55.0	-999	RFD	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFD2	56.0	-33.0	52.0	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 40	Gray Matter
RFD3	60.0	-24.0	48.0	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFD4	61.0	-16.0	41.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD5	62.0	-7.0	34.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD6	61.0	1.0	27.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD7	60.0	8.0	20.0	-999	RFD	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
RFD8	57.0	15.0	12.0	-999	RFD	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
ROF1	2.0	59.0	-8.0	-999	ROF	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
ROF2	3.0	62.0	-17.0	-999	ROF	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 11	Gray Matter
ROF3	10.0	62.0	-24.0	-999	ROF	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF4	21.0	59.0	-25.0	-999	ROF	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF5	30.0	55.0	-24.0	-999	ROF	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF6	39.0	50.0	-21.0	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF7	47.0	45.0	-16.0	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF8	51.0	39.0	-9.0	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
RAH1	15.0	-14.0	-25.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter
RAH2	21.0	-15.0	-25.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RAH3	26.0	-15.0	-24.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RAH4	31.0	-17.0	-23.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RAH5	36.0	-18.0	-23.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RAH6	41.0	-19.0	-21.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH7	47.0	-21.0	-20.0	-999	RAH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RAH8	52.0	-21.0	-19.0	-999	RAH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RMH1	27.0	-19.0	-22.0	-999	RMH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RMH2	32.0	-19.0	-21.0	-999	RMH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RMH3	37.0	-20.0	-19.0	-999	RMH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RMH4	43.0	-21.0	-18.0	-999	RMH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 20	Gray Matter
RMH5	48.0	-21.0	-17.0	-999	RMH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RMH6	53.0	-21.0	-16.0	-999	RMH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
