name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
LFA1	-9.0	45.0	-26.0	-999	LFA	L	strip	Frontal Lobe	Rectal Gyrus	Brodmann area 11	Gray Matter
LFA2	-14.0	47.0	-22.0	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
LFA3	-23.0	49.0	-18.0	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
LFA4	-33.0	53.0	-15.0	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
LFA5	-41.0	54.0	-11.0	-999	LFA	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
LFA6	-47.0	51.0	-4.0	-999	LFA	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
LFA7	-50.0	46.0	3.0	-999	LFA	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
LFA8	-54.0	41.0	11.0	-999	LFA	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
LFB1	-12.0	68.0	-16.0	-999	LFB	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
LFB2	-19.0	69.0	-10.0	-999	LFB	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFB3	-26.0	69.0	-5.0	-999	LFB	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFB4	-34.0	66.0	0.0	-999	LFB	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFB5	-40.0	60.0	4.0	-999	LFB	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
LFB6	-45.0	51.0	6.0	-999	LFB	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
LFB7	-49.0	43.0	9.0	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
LFB8	-54.0	36.0	11.0	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
LAT1	-38.0	11.0	-36.0	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT2	-47.0	7.0	-34.0	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT3	-53.0	0.0	-31.0	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT4	-58.0	-6.0	-26.0	-999	LAT	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LAT5	-62.0	-13.0	-20.0	-999	LAT	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LAT6	-66.0	-18.0	-15.0	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT7	-73.0	-26.0	-11.0	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT8	-75.0	-32.0	-6.0	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LSTA1	-32.0	3.0	-41.0	-999	LSTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA2	-40.0	-1.0	-39.0	-999	LSTA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTA3	-47.0	-7.0	-35.0	-999	LSTA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
