name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RFA1	1.91585	67.6266	-16.2709	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFA2	7.5513	71.3299	-6.08714	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA3	15.3058	71.2677	2.6382	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA4	23.8723	68.248	8.46633	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA5	32.3643	61.6477	10.8672	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFA6	38.5273	52.9205	9.82318	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFA7	43.299	43.08	7.08669	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RFA8	48.5037	33.7624	4.94056	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
RFB1	2.58762	37.973	29.5056	-999	RFB	R	strip	Limbic Lobe	Anterior Cingulate	Brodmann area 32	Gray Matter
RFB2	1.18484	48.8394	34.1873	-999	RFB	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 9	Gray Matter
RFB3	4.96201	57.519	37.718	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB4	14.7514	60.6311	36.5504	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB5	25.0719	57.821	32.7075	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB6	32.7742	52.2961	25.9736	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFB7	37.7971	45.3251	18.2999	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFB8	43.9629	38.0337	11.5716	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RFC1	2.62028	30.6425	36.718	-999	RFC	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 9	Gray Matter
RFC2	1.78218	40.0128	43.4526	-999	RFC	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 8	Gray Matter
RFC3	6.17696	48.3046	47.4169	-999	RFC	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 8	Gray Matter
RFC4	15.513	51.3168	46.3094	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
RFC5	26.4117	49.6825	41.3589	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFC6	33.6932	45.5887	33.716	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFC7	39.8196	39.8611	25.4465	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFC8	47.1215	35.3443	17.1532	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter
RFD1	51.003	-46.5538	56.9069	-999	RFD	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RFD2	56.3278	-37.0489	54.4161	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 40	Gray Matter
RFD3	60.5301	-27.6467	50.3295	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFD4	62.1057	-18.5824	43.6836	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD5	62.1572	-9.33047	36.7247	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD6	61.3942	-0.73393	29.8078	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD7	60.2186	6.9167	21.6502	-999	RFD	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
RFD8	57.5906	14.7225	13.7515	-999	RFD	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
ROF1	2.1031	61.4672	-5.39101	-999	ROF	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
ROF2	3.46886	64.6391	-16.94	-999	ROF	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 11	Gray Matter
ROF3	10.5899	65.3641	-25.0634	-999	ROF	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF4	20.8371	61.8685	-26.6362	-999	ROF	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF5	30.5372	58.0104	-25.2283	-999	ROF	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF6	39.8028	52.9113	-21.5686	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF7	47.4708	47.3145	-15.9517	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF8	51.8199	40.3643	-8.21561	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
RAH1	15.3008	-13.0539	-30.8517	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter
RAH2	20.873	-13.872	-30.1113	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RAH3	26.445	-14.6903	-29.371	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RAH4	31.6561	-16.0639	-28.6488	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RAH5	36.3418	-17.5051	-28.4385	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RAH6	41.6968	-18.9438	-26.5722	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH7	46.9798	-20.35	-25.278	-999	RAH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RAH8	52.0781	-20.8453	-23.827	-999	RAH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RMH1	27.0899	-18.5958	-27.0776	-999	RMH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
