name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAMY1	25.2172	-0.19584	-22.8367	-999	RAMY	R	depth	Limbic Lobe	Uncus	Amygdala	Gray Matter
RAMY2	29.704	-3.88756	-22.0113	-999	RAMY	R	depth	Limbic Lobe	Parahippocampal Gyrus	Amygdala	Gray Matter
RAMY3	34.1688	-6.33674	-20.8478	-999	RAMY	R	depth	Limbic Lobe	Parahippocampal Gyrus	Amygdala	Gray Matter
RAMY4	37.7973	-9.62037	-19.8419	-999	RAMY	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAMY5	42.2842	-13.3121	-19.0165	-999	RAMY	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAMY6	46.8287	-17.1401	-17.5024	-999	RAMY	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RH1	26.1156	-13.428	-17.7263	-999	RH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RH2	30.5226	-15.7409	-17.2517	-999	RH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RH3	36.2062	-18.0447	-16.879	-999	RH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RH4	40.6709	-20.4939	-15.7154	-999	RH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RH5	45.0056	-21.8422	-15.7043	-999	RH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RH6	50.8266	-25.661	-14.2919	-999	RH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAT2	35.4302	20.9696	-35.4735	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT3	43.2351	15.918	-36.7486	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT4	50.1967	8.24682	-33.5504	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT5	57.2662	0.717254	-28.8616	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT6	63.427	-6.68212	-24.7939	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAT7	65.528	-15.7634	-18.6581	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT8	64.9254	-25.6966	-14.7235	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RST2	12.9904	-56.0137	-9.18915	-999	RST	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 19	Gray Matter
RST3	20.0358	-52.5254	-16.1256	-999	RST	R	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
RST4	29.2885	-50.4006	-22.8811	-999	RST	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RST5	38.6344	-47.3057	-27.9206	-999	RST	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RST6	48.1532	-44.6196	-30.8935	-999	RST	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 36	Gray Matter
RST7	58.111	-41.781	-28.017	-999	RST	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RPT2	9.27002	-76.748	-12.3065	-999	RPT	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
RPT3	18.6514	-72.5469	-16.319	-999	RPT	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
RPT4	28.2278	-69.9971	-18.603	-999	RPT	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
RPT5	38.5754	-66.0623	-21.3055	-999	RPT	R	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
RPT6	48.2524	-62.9566	-21.9863	-999	RPT	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RPT7	57.2425	-56.6743	-18.829	-999	RPT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RPT8	62.5687	-50.4141	-13.1867	-999	RPT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 37	Gray Matter
LAH1	-26.9617	-10.2468	-27.1365	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH2	-31.4324	-12.76	-25.2599	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH3	-35.362	-15.5427	-22.0396	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH4	-38.1307	-18.0437	-20.2989	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
