name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RFA1	8.96998	59.9819	-24.0854	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFA2	13.2538	66.6453	-16.6899	-999	RFA	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 11	Gray Matter
RFA3	17.6293	70.4793	-6.74521	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA4	21.0177	70.5719	4.17816	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA5	23.3749	69.0424	15.6235	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA6	24.6987	63.5202	25.1043	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFA7	24.3947	58.1047	33.1459	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFA8	23.0749	50.0403	41.5781	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB1	68.8596	-20.8935	-4.68788	-999	RFB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 21	Gray Matter
RFB2	68.9011	-14.426	4.14507	-999	RFB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
RFB3	67.3398	-7.02135	13.8283	-999	RFB	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 43	Gray Matter
RFB4	66.3005	-0.504424	21.9417	-999	RFB	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFB5	63.119	6.49346	30.12	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB6	57.8103	12.9455	38.232	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
RFB7	50.3631	17.9559	44.7076	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter
RFB8	41.8293	22.5678	49.6784	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter
LFA1	-6.47153	59.1025	-22.7167	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
LFA2	-9.63787	65.0736	-14.6698	-999	LFA	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 11	Gray Matter
LFA3	-14.3497	69.7969	-4.59645	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFA4	-18.4442	68.8803	4.7546	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFA5	-22.4739	65.2653	15.216	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFA6	-26.4907	58.2528	23.0594	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFA7	-28.9182	50.3688	29.3331	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
LFA8	-31.8928	42.5421	34.8871	-999	LFA	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
LFB1	-26.6831	21.5562	-24.5744	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LFB2	-36.2925	23.3332	-22.8757	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LFB3	-47.4337	23.7968	-18.4312	-999	LFB	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LFB4	-52.1479	26.1495	-10.8445	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LFB5	-56.2611	28.1825	0.339437	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LFB6	-53.9934	31.853	11.7222	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
LFB7	-50.1403	33.2427	19.8996	-999	LFB	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter
LFB8	-44.1276	35.4952	30.367	-999	LFB	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter
LAT1	-27.9129	15.6622	-39.8824	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT2	-37.5456	15.6475	-41.324	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT3	-44.9004	10.203	-39.8249	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT4	-52.1728	3.40402	-34.86	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT5	-58.3664	-2.48293	-28.3247	-999	LAT	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LAT6	-62.9191	-11.8742	-22.9681	-999	LAT	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LAT7	-64.8206	-19.2367	-16.6285	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAT8	-68.8432	-26.6971	-9.57029	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAD1	-22.3159	7.57559	-1.62439	-999	LAD	L	depth	Sub-lobar	Lentiform Nucleus	Putamen	Gray Matter
LAD2	-23.3424	10.6949	3.87101	-999	LAD	L	depth	Sub-lobar	Lentiform Nucleus	Putamen	Gray Matter
LAD3	-24.3957	13.9452	7.92739	-999	LAD	L	depth	Sub-lobar	Lentiform Nucleus	Putamen	Gray Matter
LAD4	-24.9095	17.6516	12.7692	-999	LAD	L	depth	Sub-lobar	Lentiform Nucleus	Putamen	Gray Matter
LAD5	-27.1779	21.6065	8.91194	-999	LAD	L	depth	Sub-lobar	Insula	Brodmann area 13	Gray Matter
LAD6	-28.6381	24.707	20.2279	-999	LAD	L	depth	Sub-lobar	Insula	Brodmann area 13	Gray Matter
LAD7	-30.7663	28.4545	24.3498	-999	LAD	L	depth	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
LAD8	-32.8945	32.2021	28.4717	-999	LAD	L	depth	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
LPD1	-21.2177	19.8276	12.3136	-999	LPD	L	depth	Sub-lobar	Caudate	Caudate Body	Gray Matter
LPD2	-22.7912	23.0043	17.0893	-999	LPD	L	depth	Frontal Lobe	Sub-Gyral	Corpus Callosum	White Matter
LPD3	-24.363	25.2197	21.0143	-999	LPD	L	depth	Frontal Lobe	Sub-Gyral	Corpus Callosum	White Matter
LPD4	-25.95	28.4619	25.0706	-999	LPD	L	depth	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
LPD5	-28.063	31.1826	29.0612	-999	LPD	L	depth	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
LPD6	-30.74	35.949	33.3142	-999	LPD	L	depth	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
RD1	19.4452	28.5057	26.4571	-999	RD	R	depth	Limbic Lobe	Anterior Cingulate	Brodmann area 32	Gray Matter
RD2	21.0794	32.1789	32.0189	-999	RD	R	depth	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 9	Gray Matter
RD3	21.1641	33.195	37.9712	-999	RD	R	depth	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
RD4	22.2454	36.4777	42.0282	-999	RD	R	depth	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
RD5	23.384	37.5756	47.2614	-999	RD	R	depth	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
RD6	26.1083	39.7248	52.6265	-999	RD	R	depth	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
LH1	-40.318	-15.7835	-16.2273	-999	LH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 21	Gray Matter
LH2	-43.9753	-18.604	-14.3985	-999	LH	L	depth	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LH4	-52.3841	-24.1302	-12.1803	-999	LH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LH6	-61.8694	-28.1978	-9.04585	-999	LH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
