name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAT1	26.3999	6.23792	-45.3864	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT2	34.8642	1.53224	-47.9435	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 20	Gray Matter
RAT3	44.8683	-2.99549	-47.0325	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAT4	52.3121	-9.57752	-43.1554	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAT5	58.664	-14.807	-36.1985	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAT6	63.4283	-19.2034	-28.3444	-999	RAT	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RAT7	65.5709	-23.3494	-17.6621	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAT8	68.7604	-27.258	-9.6803	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RSTA1	22.1832	7.11224	-38.961	-999	RSTA	R	strip	Limbic Lobe	Uncus	Brodmann area 38	Gray Matter
RSTA2	23.5325	-3.62026	-42.9021	-999	RSTA	R	strip	Limbic Lobe	Uncus	Brodmann area 20	Gray Matter
RSTA3	28.9743	-12.3296	-43.6415	-999	RSTA	R	strip	Limbic Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA4	36.4253	-18.7024	-42.464	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA5	46.4351	-23.7846	-39.623	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA6	54.8294	-27.1586	-34.9886	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA7	62.618	-27.7362	-28.309	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA8	66.6556	-24.9114	-18.042	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTB1	21.7947	-101.741	4.5381	-999	RSTB	R	strip	Occipital Lobe	Middle Occipital Gyrus	Brodmann area 18	Gray Matter
RSTB2	30.0088	-96.8581	0.142672	-999	RSTB	R	strip	Occipital Lobe	Middle Occipital Gyrus	Brodmann area 18	Gray Matter
RSTB3	36.0814	-89.726	-4.38901	-999	RSTB	R	strip	Occipital Lobe	Inferior Occipital Gyrus	Brodmann area 18	Gray Matter
RSTB4	42.6183	-80.8295	-7.12896	-999	RSTB	R	strip	Occipital Lobe	Inferior Occipital Gyrus	Brodmann area 18	Gray Matter
RSTB5	48.5886	-70.1721	-10.1328	-999	RSTB	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
RSTB6	53.5675	-61.5025	-12.2281	-999	RSTB	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RSTB7	59.5864	-52.8049	-14.3243	-999	RSTB	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTB8	62.931	-41.5274	-15.7865	-999	RSTB	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 20	Gray Matter
RPT1	39.3885	-66.9905	51.9058	-999	RPT	R	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter
RPT2	47.1664	-64.7799	44.1603	-999	RPT	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
RPT3	52.3405	-62.2759	35.0097	-999	RPT	R	strip	Parietal Lobe	Angular Gyrus	Brodmann area 39	Gray Matter
RPT4	56.4133	-57.4952	25.72	-999	RPT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 39	Gray Matter
RPT5	61.5576	-53.9296	16.8512	-999	RPT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
RPT6	65.1084	-48.9812	6.85816	-999	RPT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPT7	65.0198	-44.1078	-2.66873	-999	RPT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPT8	65.9391	-37.9424	-12.2049	-999	RPT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
ROF1	14.1448	13.6693	-27.0301	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
ROF2	20.6558	23.2561	-28.2306	-999	ROF	R	strip	Frontal Lobe	Orbital Gyrus	Brodmann area 47	Gray Matter
ROF3	26.6694	31.5597	-26.9837	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 11	Gray Matter
ROF4	33.7119	40.0516	-24.3247	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF5	40.272	46.7302	-19.3446	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
ROF6	47.4661	48.7885	-12.0327	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
ROF7	56.7531	50.5579	-5.49221	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 47	Gray Matter
ROF8	62.5592	46.0301	3.5086	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RFA1	5.13793	40.6708	-37.03	-999	RFA	R	strip	Frontal Lobe	Orbital Gyrus	Brodmann area 11	Gray Matter
RFA2	13.385	42.4122	-30.4886	-999	RFA	R	strip	Frontal Lobe	Orbital Gyrus	Brodmann area 11	Gray Matter
RFA3	22.1163	45.782	-25.625	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFA4	31.3767	49.1904	-22.8181	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFA5	41.2094	50.2835	-17.8175	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
RFA6	48.4762	49.8766	-11.7808	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
RFA7	56.7531	50.5579	-5.49221	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 47	Gray Matter
RFA8	61.4856	47.427	2.38399	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RFB1	14.6983	70.0532	-25.9761	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFB2	17.1275	74.7956	-16.6155	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFB3	19.117	76.3195	-5.95627	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFB4	20.158	74.4899	5.37913	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFB5	21.2866	69.6678	15.3684	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFB6	20.3932	62.8485	24.0922	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFB7	19.5465	54.255	33.0971	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB8	19.6929	47.4637	41.8201	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
RFC1	54.0065	-10.9067	51.628	-999	RFC	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFC2	55.884	-2.2999	44.8742	-999	RFC	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFC3	56.7198	6.46066	37.4174	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter
RFC4	57.5723	14.5086	30.5233	-999	RFC	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter
RFC5	56.3542	22.5151	21.3793	-999	RFC	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
RFC6	54.128	29.2502	12.6579	-999	RFC	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter
RFC7	50.8917	34.8957	3.65546	-999	RFC	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
RFC8	48.6635	41.8286	-5.45067	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 47	Gray Matter
RFD1	22.8319	-35.6707	76.1321	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
RFD2	23.5826	-25.0133	76.6973	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD3	24.3424	-14.341	75.0109	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
RFD4	24.0604	-3.51499	72.6218	-999	RFD	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
RFD5	22.7476	7.29758	67.9818	-999	RFD	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
