name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAH1	36.0	-17.0	-18.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH2	40.0	-18.0	-17.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH3	46.0	-17.0	-16.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH4	52.0	-17.0	-15.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAH5	56.0	-18.0	-15.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAH6	63.0	-18.0	-14.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAH7	67.0	-21.0	-14.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAH8	73.0	-22.0	-14.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPH1	34.0	-18.0	-18.0	-999	RPH	R	strip	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RPH2	40.0	-18.0	-17.0	-999	RPH	R	strip	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RPH3	45.0	-18.0	-16.0	-999	RPH	R	strip	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RPH4	52.0	-19.0	-15.0	-999	RPH	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPH5	56.0	-20.0	-15.0	-999	RPH	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPH6	63.0	-21.0	-14.0	-999	RPH	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPH7	68.0	-22.0	-13.0	-999	RPH	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPH8	73.0	-23.0	-14.0	-999	RPH	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAH1	-27.0	-3.0	-23.0	-999	LAH	L	depth	Limbic Lobe	Uncus	Amygdala	Gray Matter
LAH2	-31.0	-5.0	-21.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Amygdala	Gray Matter
LAH3	-34.0	-8.0	-19.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH4	-38.0	-11.0	-17.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH5	-42.0	-14.0	-15.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH6	-46.0	-17.0	-13.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 21	Gray Matter
LAH7	-50.0	-20.0	-11.0	-999	LAH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LAH8	-53.0	-23.0	-9.0	-999	LAH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LPH1	-23.0	-9.0	-21.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH2	-28.0	-11.0	-19.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH3	-32.0	-13.0	-17.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH4	-37.0	-16.0	-14.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH5	-41.0	-19.0	-13.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
LPH6	-45.0	-21.0	-11.0	-999	LPH	L	depth	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPH7	-49.0	-24.0	-9.0	-999	LPH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LPH8	-54.0	-26.0	-7.0	-999	LPH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT1	20.0	16.0	-33.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT2	31.0	17.0	-34.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT3	39.0	12.0	-34.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT4	49.0	7.0	-33.0	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT5	58.0	1.0	-30.0	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT6	62.0	-7.0	-27.0	-999	RAT	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RAT7	65.0	-15.0	-21.0	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RAT8	67.0	-23.0	-17.0	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTA1	6.0	-48.0	4.0	-999	RSTA	R	strip	Limbic Lobe	Posterior Cingulate	Brodmann area 29	Gray Matter
RSTA2	10.0	-47.0	-3.0	-999	RSTA	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 19	Gray Matter
RSTA3	16.0	-46.0	-10.0	-999	RSTA	R	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 19	Gray Matter
RSTA4	24.0	-45.0	-16.0	-999	RSTA	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RSTA5	33.0	-44.0	-20.0	-999	RSTA	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RSTA6	42.0	-42.0	-23.0	-999	RSTA	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 36	Gray Matter
RSTA7	52.0	-37.0	-23.0	-999	RSTA	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RSTA8	61.0	-34.0	-19.0	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RSTb1	7.0	-77.0	-9.0	-999	RSTb	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
RSTb2	15.0	-73.0	-12.0	-999	RSTb	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
RSTb3	24.0	-67.0	-16.0	-999	RSTb	R	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
