name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
LF1	-42.0	58.0	-6.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
LF2	-44.0	57.0	5.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter
LF3	-44.0	52.0	15.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter
LF4	-41.0	47.0	24.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter
LF5	-37.0	42.0	33.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
LF6	-33.0	36.0	42.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter
LF7	-29.0	31.0	50.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
LF8	-25.0	24.0	56.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter
LP1	-30.0	-80.0	47.0	-999	LP	L	strip	Parietal Lobe	Precuneus	Brodmann area 19	Gray Matter
LP2	-30.0	-71.0	54.0	-999	LP	L	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter
LP3	-31.0	-62.0	59.0	-999	LP	L	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter
LP4	-30.0	-53.0	65.0	-999	LP	L	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter
LP5	-29.0	-43.0	69.0	-999	LP	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
LP6	-28.0	-32.0	71.0	-999	LP	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
LP7	-25.0	-21.0	71.0	-999	LP	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LP8	-22.0	-10.0	70.0	-999	LP	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LIH19	-1.0	21.0	42.0	-999	LIH	L	grid	Limbic Lobe	Cingulate Gyrus	Brodmann area 32	Gray Matter
LIH20	-2.0	15.0	48.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
LIH21	-2.0	5.0	52.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH22	-2.0	-3.0	56.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH23	-1.0	-12.0	58.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH24	0.0	-22.0	58.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH27	-1.0	30.0	51.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
LIH28	0.0	19.0	57.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH29	0.0	10.0	62.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH30	0.0	-1.0	65.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH31	3.0	-11.0	67.0	-999	LIH	R	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
LIH32	3.0	-22.0	68.0	-999	LIH	R	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
RFA1	56.0	16.0	-20.0	-999	RFA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RFA2	59.0	17.0	-10.0	-999	RFA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RFA3	62.0	18.0	-1.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
RFA4	64.0	19.0	10.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
