name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAIH1	5.96152	72.3942	6.95608	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
RAIH2	3.86577	68.984	17.9065	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
RAIH3	3.44737	64.1088	28.2783	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
RAIH4	3.60821	58.239	38.2363	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RAIH5	6.00553	50.416	47.4226	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 8	Gray Matter
RAIH6	8.68253	43.259	50.6495	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
RAIH7	11.2611	30.8801	57.8471	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
RAIH8	15.6153	22.2582	60.4961	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
RPIH1	1.63015	-62.1389	35.5034	-999	RPIH	R	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter
RPIH2	1.20727	-51.5087	40.146	-999	RPIH	R	strip	Limbic Lobe	Cingulate Gyrus	Brodmann area 31	Gray Matter
RPIH3	0.265529	-41.4026	44.5394	-999	RPIH	L	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter
RPIH4	-0.15736	-30.7724	49.182	-999	RPIH	L	strip	Frontal Lobe	Paracentral Lobule	Brodmann area 31	Gray Matter
RPIH5	-0.580224	-20.1422	53.8243	-999	RPIH	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
