name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAIH1	6.0	70.0	3.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
RAIH2	4.0	68.0	13.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
RAIH3	3.0	63.0	23.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter
RAIH4	4.0	58.0	32.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RAIH5	6.0	51.0	41.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 8	Gray Matter
RAIH6	9.0	44.0	44.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
RAIH7	11.0	33.0	52.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
RAIH8	15.0	24.0	55.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
RPIH1	2.0	-59.0	36.0	-999	RPIH	R	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter
RPIH2	1.0	-48.0	39.0	-999	RPIH	R	strip	Limbic Lobe	Cingulate Gyrus	Brodmann area 31	Gray Matter
RPIH3	0.0	-38.0	43.0	-999	RPIH	L	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter
RPIH4	0.0	-28.0	47.0	-999	RPIH	L	strip	Frontal Lobe	Paracentral Lobule	Brodmann area 31	Gray Matter
RPIH5	-1.0	-17.0	50.0	-999	RPIH	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
RPIH6	-1.0	-7.0	54.0	-999	RPIH	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
RPIH7	1.0	3.0	58.0	-999	RPIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter
