name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
LTG1	-62.0	-26.0	32.0	-999	LTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LTG2	-61.0	-18.0	26.0	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
LTG3	-60.0	-10.0	21.0	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 43	Gray Matter
LTG4	-58.0	-1.0	17.0	-999	LTG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LTG5	-57.0	7.0	12.0	-999	LTG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 44	Gray Matter
LTG6	-53.0	16.0	6.0	-999	LTG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
LTG7	-62.0	-33.0	23.0	-999	LTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LTG8	-59.0	-24.0	18.0	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 40	Gray Matter
LTG9	-57.0	-15.0	12.0	-999	LTG	L	grid	Temporal Lobe	Transverse Temporal Gyrus	Brodmann area 41_42	Gray Matter
LTG10	-55.0	-6.0	7.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG11	-54.0	2.0	3.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG12	-51.0	11.0	-2.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG13	-62.0	-37.0	14.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG14	-60.0	-29.0	9.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 41_42	Gray Matter
LTG15	-57.0	-20.0	3.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG16	-56.0	-11.0	-2.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 21	Gray Matter
LTG17	-54.0	-3.0	-6.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG18	-50.0	5.0	-10.0	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LTG19	-63.0	-42.0	4.0	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 22	Gray Matter
LTG20	-62.0	-33.0	-1.0	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LTG21	-60.0	-24.0	-5.0	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LTG22	-58.0	-16.0	-10.0	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LTG23	-56.0	-7.0	-14.0	-999	LTG	L	grid	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 21	Gray Matter
LTG24	-54.0	1.0	-18.0	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LATA1	-17.0	1.0	-28.0	-999	LATA	L	strip	Limbic Lobe	Uncus	Brodmann area 36	Gray Matter
LATA2	-20.0	8.0	-34.0	-999	LATA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LATA3	-27.0	13.0	-38.0	-999	LATA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LATA4	-38.0	12.0	-37.0	-999	LATA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 38	Gray Matter
LATA5	-47.0	8.0	-35.0	-999	LATA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LATA6	-54.0	2.0	-31.0	-999	LATA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LATA7	-58.0	-6.0	-24.0	-999	LATA	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LATA8	-62.0	-13.0	-19.0	-999	LATA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LATB1	-24.0	15.0	-29.0	-999	LATB	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
