name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
LTG1	-62.1846	-28.9213	33.3521	-999	LTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LTG2	-62.0042	-19.9881	27.1551	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter
LTG3	-60.7516	-11.2083	22.4593	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 43	Gray Matter
LTG4	-58.4208	-1.94074	17.867	-999	LTG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter
LTG5	-57.1682	6.83894	13.1714	-999	LTG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 44	Gray Matter
LTG6	-53.7811	16.1945	7.14054	-999	LTG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
LTG7	-62.4157	-34.9039	22.8609	-999	LTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LTG8	-60.085	-25.6364	18.2685	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 40	Gray Matter
LTG9	-57.7485	-15.7274	12.2784	-999	LTG	L	grid	Temporal Lobe	Transverse Temporal Gyrus	Brodmann area 41_42	Gray Matter
LTG10	-55.4177	-6.45996	7.68612	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG11	-54.1651	2.3198	2.99038	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG12	-51.8481	11.0668	-1.67391	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG13	-62.5781	-38.2836	12.7298	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG14	-60.2749	-30.0572	7.99342	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 41_42	Gray Matter
LTG15	-57.966	-21.1895	1.85923	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG16	-56.6858	-11.3686	-2.69243	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 21	Gray Matter
LTG17	-54.3826	-3.14221	-7.42881	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG18	-50.4691	5.55557	-12.0461	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LTG19	-63.8599	-43.7129	2.27931	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 22	Gray Matter
LTG20	-62.5837	-33.8316	-3.00729	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
