name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
LPTG1	-59.0	-52.0	42.0	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG2	-61.0	-43.0	39.0	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG3	-63.0	-33.0	36.0	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG4	-63.0	-25.0	32.0	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG5	-60.0	-56.0	33.0	-999	LPTG	L	grid	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
LPTG6	-61.0	-46.0	29.0	-999	LPTG	L	grid	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
LPTG7	-65.0	-38.0	26.0	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG8	-66.0	-28.0	23.0	-999	LPTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LPTG9	-60.0	-58.0	24.0	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 39	Gray Matter
LPTG10	-63.0	-50.0	20.0	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG11	-65.0	-41.0	16.0	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG12	-68.0	-33.0	13.0	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG13	-61.0	-63.0	14.0	-999	LPTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 39	Gray Matter
LPTG14	-64.0	-53.0	10.0	-999	LPTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LPTG15	-66.0	-44.0	7.0	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LPTG16	-70.0	-36.0	4.0	-999	LPTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LAT1	-31.0	34.0	-22.0	-999	LAT	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter
LAT2	-42.0	30.0	-21.0	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT3	-52.0	28.0	-18.0	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT4	-59.0	24.0	-11.0	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT5	-62.0	21.0	-3.0	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter
LAT6	-63.0	17.0	7.0	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter
LAT7	-62.0	13.0	17.0	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
LAT8	-58.0	10.0	26.0	-999	LAT	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter
LSTA1	-43.0	26.0	-29.0	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA2	-33.0	23.0	-33.0	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA3	-26.0	17.0	-36.0	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA4	-24.0	8.0	-41.0	-999	LSTA	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LSTA5	-29.0	-1.0	-41.0	-999	LSTA	L	strip	Limbic Lobe	Uncus	Brodmann area 20	Gray Matter
LSTA6	-38.0	-8.0	-40.0	-999	LSTA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTA7	-47.0	-12.0	-37.0	-999	LSTA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTA8	-57.0	-13.0	-31.0	-999	LSTA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTB1	-10.0	-72.0	-9.0	-999	LSTB	L	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
LSTB2	-20.0	-66.0	-9.0	-999	LSTB	L	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
LSTB3	-28.0	-59.0	-10.0	-999	LSTB	L	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
LSTB4	-37.0	-53.0	-13.0	-999	LSTB	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
LSTB5	-45.0	-46.0	-17.0	-999	LSTB	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
LSTB6	-51.0	-40.0	-21.0	-999	LSTB	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LSTB7	-57.0	-31.0	-22.0	-999	LSTB	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTB8	-63.0	-21.0	-24.0	-999	LSTB	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LSTC1	-11.0	-75.0	-11.0	-999	LSTC	L	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
LSTC2	-21.0	-72.0	-13.0	-999	LSTC	L	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 18	Gray Matter
LSTC3	-33.0	-69.0	-14.0	-999	LSTC	L	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
LSTC4	-44.0	-67.0	-15.0	-999	LSTC	L	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
LSTC5	-55.0	-64.0	-14.0	-999	LSTC	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
LSTC6	-64.0	-61.0	-9.0	-999	LSTC	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 37	Gray Matter
LSTC7	-67.0	-56.0	-1.0	-999	LSTC	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 37	Gray Matter
LSTC8	-68.0	-51.0	7.0	-999	LSTC	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LTOA1	-22.0	-100.0	8.0	-999	LTOA	L	strip	Occipital Lobe	Middle Occipital Gyrus	Brodmann area 18	Gray Matter
LTOA2	-33.0	-95.0	6.0	-999	LTOA	L	strip	Occipital Lobe	Middle Occipital Gyrus	Brodmann area 18	Gray Matter
LTOA3	-42.0	-89.0	4.0	-999	LTOA	L	strip	Occipital Lobe	Middle Occipital Gyrus	Brodmann area 19	Gray Matter
LTOA4	-51.0	-82.0	2.0	-999	LTOA	L	strip	Occipital Lobe	Middle Occipital Gyrus	Brodmann area 19	Gray Matter
LTOA5	-57.0	-74.0	0.0	-999	LTOA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 19	Gray Matter
LTOA6	-63.0	-65.0	-1.0	-999	LTOA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 37	Gray Matter
LTOA7	-67.0	-56.0	-3.0	-999	LTOA	L	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 37	Gray Matter
LTOA8	-70.0	-46.0	-5.0	-999	LTOA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
