name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
RG1	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG2	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG3	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG4	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG5	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG6	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG7	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG8	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG9	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG10	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG11	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG12	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG13	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG14	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG15	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG16	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG17	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG18	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG19	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG20	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG21	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG22	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG23	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG24	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG25	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG26	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG27	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG28	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG29	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG30	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG31	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RG32	ECOG	V	n/a	n/a	RG	512.0	grid	n/a
RPT1	ECOG	V	n/a	n/a	RPT	512.0	strip	n/a
RPT2	ECOG	V	n/a	n/a	RPT	512.0	strip	n/a
RPT3	ECOG	V	n/a	n/a	RPT	512.0	strip	n/a
RPT4	ECOG	V	n/a	n/a	RPT	512.0	strip	n/a
