name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAH1	19.0	-10.0	-21.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter
RAH2	24.0	-11.0	-21.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RAH3	30.0	-11.0	-21.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RAH4	35.0	-13.0	-21.0	-999	RAH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RAH5	40.0	-14.0	-20.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH6	45.0	-14.0	-20.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RPH1	29.0	-19.0	-16.0	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RPH2	34.0	-20.0	-16.0	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RPH3	39.0	-20.0	-17.0	-999	RPH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RPH4	44.0	-20.0	-17.0	-999	RPH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RPH5	50.0	-20.0	-17.0	-999	RPH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RPH6	56.0	-21.0	-17.0	-999	RPH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LAH1	-31.0	-15.0	-19.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH2	-35.0	-16.0	-19.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH3	-40.0	-17.0	-19.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH4	-46.0	-20.0	-19.0	-999	LAH	L	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LAH5	-51.0	-21.0	-18.0	-999	LAH	L	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LAH6	-56.0	-22.0	-17.0	-999	LAH	L	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LPH1	-22.0	-24.0	-14.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
LPH2	-27.0	-24.0	-14.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH3	-32.0	-25.0	-14.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH4	-37.0	-25.0	-14.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
LPH5	-42.0	-26.0	-14.0	-999	LPH	L	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LPH6	-48.0	-26.0	-14.0	-999	LPH	L	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RST1	25.0	1.0	-40.0	-999	RST	R	strip	Limbic Lobe	Uncus	Brodmann area 20	Gray Matter
