name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAT1	16.0	-1.0	-28.0	-999	RAT	R	strip	Limbic Lobe	Uncus	Brodmann area 36	Gray Matter
RAT2	20.0	10.0	-31.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT3	26.0	19.0	-34.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT4	37.0	21.0	-33.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT5	47.0	18.0	-29.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT6	55.0	12.0	-25.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
RAT7	62.0	3.0	-20.0	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT8	64.0	-5.0	-14.0	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RST1	9.0	-91.0	3.0	-999	RST	R	strip	Occipital Lobe	Cuneus	Brodmann area 17	Gray Matter
RST2	17.0	-90.0	-3.0	-999	RST	R	strip	Occipital Lobe	Lingual Gyrus	Brodmann area 17	Gray Matter
RST3	27.0	-86.0	-7.0	-999	RST	R	strip	Occipital Lobe	Inferior Occipital Gyrus	Brodmann area 18	Gray Matter
RST4	36.0	-78.0	-10.0	-999	RST	R	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
RST5	45.0	-71.0	-12.0	-999	RST	R	strip	Occipital Lobe	Fusiform Gyrus	Brodmann area 19	Gray Matter
RST6	54.0	-63.0	-14.0	-999	RST	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 37	Gray Matter
RST7	62.0	-55.0	-15.0	-999	RST	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RST8	66.0	-44.0	-15.0	-999	RST	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 20	Gray Matter
RAH1	25.0	-10.0	-27.0	-999	RAH	R	depth	Limbic Lobe	Uncus	Brodmann area 28	Gray Matter
RAH2	30.0	-11.0	-25.0	-999	RAH	R	depth	Limbic Lobe	Uncus	Brodmann area 20	Gray Matter
RAH3	36.0	-11.0	-23.0	-999	RAH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
RAH4	41.0	-12.0	-21.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH5	46.0	-13.0	-20.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH6	52.0	-14.0	-18.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
