name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LF1-LF2	ECOG	V	n/a	n/a	bipolar	LF	512.0	strip	n/a
LF2-LF3	ECOG	V	n/a	n/a	bipolar	LF	512.0	strip	n/a
LF3-LF4	ECOG	V	n/a	n/a	bipolar	LF	512.0	strip	n/a
LF4-LF5	ECOG	V	n/a	n/a	bipolar	LF	512.0	strip	n/a
LF5-LF6	ECOG	V	n/a	n/a	bipolar	LF	512.0	strip	n/a
LF6-LF7	ECOG	V	n/a	n/a	bipolar	LF	512.0	strip	n/a
LF7-LF8	ECOG	V	n/a	n/a	bipolar	LF	512.0	strip	n/a
LAT1-LAT2	ECOG	V	n/a	n/a	bipolar	LAT	512.0	strip	n/a
LAT2-LAT3	ECOG	V	n/a	n/a	bipolar	LAT	512.0	strip	n/a
LAT3-LAT4	ECOG	V	n/a	n/a	bipolar	LAT	512.0	strip	n/a
LAT4-LAT5	ECOG	V	n/a	n/a	bipolar	LAT	512.0	strip	n/a
LAT5-LAT6	ECOG	V	n/a	n/a	bipolar	LAT	512.0	strip	n/a
LST1-LST2	ECOG	V	n/a	n/a	bipolar	LST	512.0	strip	n/a
LST2-LST3	ECOG	V	n/a	n/a	bipolar	LST	512.0	strip	n/a
LST3-LST4	ECOG	V	n/a	n/a	bipolar	LST	512.0	strip	n/a
LPT1-LPT2	ECOG	V	n/a	n/a	bipolar	LPT	512.0	strip	n/a
LPT2-LPT3	ECOG	V	n/a	n/a	bipolar	LPT	512.0	strip	n/a
LPT3-LPT4	ECOG	V	n/a	n/a	bipolar	LPT	512.0	strip	n/a
LPT4-LPT5	ECOG	V	n/a	n/a	bipolar	LPT	512.0	strip	n/a
LPT5-LPT6	ECOG	V	n/a	n/a	bipolar	LPT	512.0	strip	n/a
LAM1-LAM2	ECOG	V	n/a	n/a	bipolar	LAM	512.0	strip	n/a
LAM2-LAM3	ECOG	V	n/a	n/a	bipolar	LAM	512.0	strip	n/a
LAM3-LAM4	ECOG	V	n/a	n/a	bipolar	LAM	512.0	strip	n/a
LAM4-LAM5	ECOG	V	n/a	n/a	bipolar	LAM	512.0	strip	n/a
LAM5-LAM6	ECOG	V	n/a	n/a	bipolar	LAM	512.0	strip	n/a
LAM6-LAM7	ECOG	V	n/a	n/a	bipolar	LAM	512.0	strip	n/a
LAM7-LAM8	ECOG	V	n/a	n/a	bipolar	LAM	512.0	strip	n/a
LHP1-LHP2	ECOG	V	n/a	n/a	bipolar	LHP	512.0	strip	n/a
LHP2-LHP3	ECOG	V	n/a	n/a	bipolar	LHP	512.0	strip	n/a
LHP3-LHP4	ECOG	V	n/a	n/a	bipolar	LHP	512.0	strip	n/a
LHP4-LHP5	ECOG	V	n/a	n/a	bipolar	LHP	512.0	strip	n/a
LHP5-LHP6	ECOG	V	n/a	n/a	bipolar	LHP	512.0	strip	n/a
LHP6-LHP7	ECOG	V	n/a	n/a	bipolar	LHP	512.0	strip	n/a
LHP7-LHP8	ECOG	V	n/a	n/a	bipolar	LHP	512.0	strip	n/a
RF1-RF2	ECOG	V	n/a	n/a	bipolar	RF	512.0	strip	n/a
RF2-RF3	ECOG	V	n/a	n/a	bipolar	RF	512.0	strip	n/a
