name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RAMY1	17.0	-1.0	-22.0	-999	RAMY	R	strip	Limbic Lobe	Uncus	Brodmann area 34	Gray Matter
RAMY2	22.0	-3.0	-22.0	-999	RAMY	R	strip	Limbic Lobe	Uncus	Amygdala	Gray Matter
RAMY3	32.0	-9.0	-20.0	-999	RAMY	R	strip	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RAMY4	43.0	-15.0	-19.0	-999	RAMY	R	strip	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH1	23.0	-11.0	-21.0	-999	RAH	R	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter
RAH2	29.0	-12.0	-21.0	-999	RAH	R	strip	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
RAH3	39.0	-18.0	-18.0	-999	RAH	R	strip	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
RAH4	50.0	-22.0	-17.0	-999	RAH	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
RPH1	22.0	-25.0	-7.0	-999	RPH	R	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter
RPH2	28.0	-25.0	-8.0	-999	RPH	R	strip	Temporal Lobe	Sub-Gyral	Hippocampus	Gray Matter
RPH3	39.0	-25.0	-11.0	-999	RPH	R	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
RPH4	51.0	-24.0	-13.0	-999	RPH	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter
LAMY1	-27.0	6.0	-30.0	-999	LAMY	L	strip	Limbic Lobe	Uncus	Brodmann area 28	Gray Matter
LAMY2	-32.0	2.0	-27.0	-999	LAMY	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 38	Gray Matter
LAMY3	-40.0	-5.0	-22.0	-999	LAMY	L	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter
LAMY4	-47.0	-11.0	-17.0	-999	LAMY	L	strip	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter
LAH1	-26.0	-9.0	-18.0	-999	LAH	L	strip	Limbic Lobe	Parahippocampal Gyrus	Amygdala	Gray Matter
LAH2	-31.0	-12.0	-16.0	-999	LAH	L	strip	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LAH3	-41.0	-16.0	-14.0	-999	LAH	L	strip	Temporal Lobe	Sub-Gyral	Brodmann area 21	Gray Matter
LAH4	-52.0	-20.0	-11.0	-999	LAH	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LPH1	-25.0	-15.0	-19.0	-999	LPH	L	strip	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH2	-30.0	-17.0	-18.0	-999	LPH	L	strip	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter
LPH3	-42.0	-21.0	-15.0	-999	LPH	L	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter
LPH4	-52.0	-23.0	-12.0	-999	LPH	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
RAT1	40.0	16.0	-35.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
