name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
RFA1	6.97508	60.9092	-23.9999	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter
RFA2	9.11465	68.4619	-17.0247	-999	RFA	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 11	Gray Matter
RFA3	12.0275	72.7439	-5.85608	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA4	15.0994	73.5319	5.56455	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA5	16.6013	70.6281	17.0285	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA6	18.8866	66.5998	27.5595	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter
RFA7	19.2298	59.3569	36.3926	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFA8	21.1133	50.4468	43.3178	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB1	14.6279	34.0569	62.4066	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter
RFB2	24.2269	32.5739	57.6421	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter
RFB3	34.5802	32.2825	51.2333	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter
RFB4	44.3861	29.6088	45.4663	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter
RFB5	51.6948	26.5403	36.6354	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter
RFB6	57.354	21.5268	27.7221	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter
RFB7	61.4112	16.8719	17.4717	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter
RFB8	62.985	10.8275	8.65686	-999	RFB	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 44	Gray Matter
