onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	test	answer	experiment	session	subject
0.0	0.001	221394	B	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
0.001	63.173	221395	SESS_START	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
63.174	0.01	284566	START	n/a	n/a	n/a	n/a	0	[-999 -999 -999]	-999	pyFR	3	TJ031
63.184	5.291	284576	PROB	5.262	n/a	n/a	n/a	0	[3 8 6]	17	pyFR	3	TJ031
68.475	4.542	289867	PROB	4.505	n/a	n/a	n/a	0	[4 5 9]	18	pyFR	3	TJ031
73.017	3.206	294409	PROB	3.181	n/a	n/a	n/a	0	[3 7 4]	14	pyFR	3	TJ031
76.223	4.44	297615	PROB	4.413	n/a	n/a	n/a	0	[9 2 3]	14	pyFR	3	TJ031
80.663	3.104	302054	PROB	3.07	n/a	n/a	n/a	0	[2 5 6]	13	pyFR	3	TJ031
83.767	6.945	305158	PROB	6.909	n/a	n/a	n/a	0	[2 1 3]	6	pyFR	3	TJ031
90.712	3.302	312103	PROB	3.302	n/a	n/a	n/a	0	[7 5 3]	15	pyFR	3	TJ031
94.014	41.641	315405	STOP	n/a	n/a	n/a	n/a	0	[-999 -999 -999]	-999	pyFR	3	TJ031
135.655	0.016	357044	TRIAL	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
135.671	2.705	357060	ORIENT	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
138.376	2.571	359765	WORD	n/a	wordpools/wordpool_EN.txt	TOAD	1	1	n/a	n/a	pyFR	3	TJ031
140.947	2.471	362335	WORD	n/a	wordpools/wordpool_EN.txt	BAND	2	1	n/a	n/a	pyFR	3	TJ031
143.418	2.656	364806	WORD	n/a	wordpools/wordpool_EN.txt	SHOE	3	1	n/a	n/a	pyFR	3	TJ031
146.074	2.453	367462	WORD	n/a	wordpools/wordpool_EN.txt	CAKE	4	1	n/a	n/a	pyFR	3	TJ031
148.527	2.538	369915	WORD	n/a	wordpools/wordpool_EN.txt	STICK	5	1	n/a	n/a	pyFR	3	TJ031
151.065	2.437	372453	WORD	n/a	wordpools/wordpool_EN.txt	QUEEN	6	1	n/a	n/a	pyFR	3	TJ031
153.502	2.772	374890	WORD	n/a	wordpools/wordpool_EN.txt	KITE	7	1	n/a	n/a	pyFR	3	TJ031
156.274	2.738	377662	WORD	n/a	wordpools/wordpool_EN.txt	ROPE	8	1	n/a	n/a	pyFR	3	TJ031
159.012	2.738	380400	WORD	n/a	wordpools/wordpool_EN.txt	CAR	9	1	n/a	n/a	pyFR	3	TJ031
161.75	2.821	383138	WORD	n/a	wordpools/wordpool_EN.txt	COAT	10	1	n/a	n/a	pyFR	3	TJ031
164.571	2.754	385959	WORD	n/a	wordpools/wordpool_EN.txt	BIRD	11	1	n/a	n/a	pyFR	3	TJ031
167.325	2.823	388712	WORD	n/a	wordpools/wordpool_EN.txt	OAK	12	1	n/a	n/a	pyFR	3	TJ031
170.148	2.436	391535	WORD	n/a	wordpools/wordpool_EN.txt	FOAM	13	1	n/a	n/a	pyFR	3	TJ031
172.584	2.522	393971	WORD	n/a	wordpools/wordpool_EN.txt	MOUTH	14	1	n/a	n/a	pyFR	3	TJ031
175.106	1.619	396493	WORD	n/a	wordpools/wordpool_EN.txt	BELL	15	1	n/a	n/a	pyFR	3	TJ031
176.725	1.001	398113	START	n/a	n/a	n/a	n/a	1	[-999 -999 -999]	-999	pyFR	3	TJ031
177.726	4.525	399114	PROB	4.501	n/a	n/a	n/a	1	[1 9 3]	13	pyFR	3	TJ031
182.251	1.853	403638	PROB	1.824	n/a	n/a	n/a	1	[5 5 1]	11	pyFR	3	TJ031
184.104	4.757	405491	PROB	4.73	n/a	n/a	n/a	1	[3 6 8]	17	pyFR	3	TJ031
188.861	4.791	410248	PROB	4.757	n/a	n/a	n/a	1	[7 8 3]	18	pyFR	3	TJ031
193.652	3.79	415039	PROB	3.79	n/a	n/a	n/a	1	[5 2 2]	9	pyFR	3	TJ031
197.442	1.476	418829	STOP	n/a	n/a	n/a	n/a	1	[-999 -999 -999]	-999	pyFR	3	TJ031
198.918	0.659	420304	REC_START	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
199.577	0.278	420963	REC_WORD	0.659	n/a	MOUTH	-999	1	n/a	n/a	pyFR	3	TJ031
199.855	0.672	421241	REC_WORD	0.937	n/a	STICK	-999	1	n/a	n/a	pyFR	3	TJ031
200.527	0.537	421913	REC_WORD	1.609	n/a	QUEEN	-999	1	n/a	n/a	pyFR	3	TJ031
201.064	0.891	422450	REC_WORD	2.146	n/a	FOAM	-999	1	n/a	n/a	pyFR	3	TJ031
201.955	0.668	423341	REC_WORD	3.037	n/a	BELL	-999	1	n/a	n/a	pyFR	3	TJ031
202.623	3.183	424009	REC_WORD	3.705	n/a	BEE	-999	1	n/a	n/a	pyFR	3	TJ031
205.806	22.49	427192	REC_WORD	6.888	n/a	HIVE	-999	1	n/a	n/a	pyFR	3	TJ031
228.296	9.098	449681	REC_WORD	29.378	n/a	OWN	-999	1	n/a	n/a	pyFR	3	TJ031
237.394	20.602	458779	REC_WORD	38.476	n/a	SHOE	-999	1	n/a	n/a	pyFR	3	TJ031
257.996	0.016	479380	TRIAL	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
258.012	2.971	479396	ORIENT	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
260.983	2.437	482367	WORD	n/a	wordpools/wordpool_EN.txt	GRASS	1	2	n/a	n/a	pyFR	3	TJ031
263.42	2.639	484804	WORD	n/a	wordpools/wordpool_EN.txt	ROOT	2	2	n/a	n/a	pyFR	3	TJ031
266.059	2.704	487443	WORD	n/a	wordpools/wordpool_EN.txt	SLIME	3	2	n/a	n/a	pyFR	3	TJ031
268.763	2.454	490147	WORD	n/a	wordpools/wordpool_EN.txt	BUSH	4	2	n/a	n/a	pyFR	3	TJ031
271.217	2.47	492600	WORD	n/a	wordpools/wordpool_EN.txt	PLANT	5	2	n/a	n/a	pyFR	3	TJ031
273.687	2.705	495070	WORD	n/a	wordpools/wordpool_EN.txt	HORSE	6	2	n/a	n/a	pyFR	3	TJ031
276.392	2.606	497775	WORD	n/a	wordpools/wordpool_EN.txt	SEAT	7	2	n/a	n/a	pyFR	3	TJ031
278.998	2.62	500381	WORD	n/a	wordpools/wordpool_EN.txt	DIME	8	2	n/a	n/a	pyFR	3	TJ031
281.618	2.704	503001	WORD	n/a	wordpools/wordpool_EN.txt	FOOD	9	2	n/a	n/a	pyFR	3	TJ031
284.322	2.588	505705	WORD	n/a	wordpools/wordpool_EN.txt	BOX	10	2	n/a	n/a	pyFR	3	TJ031
286.91	2.704	508293	WORD	n/a	wordpools/wordpool_EN.txt	HOLE	11	2	n/a	n/a	pyFR	3	TJ031
289.614	2.556	510997	WORD	n/a	wordpools/wordpool_EN.txt	HORN	12	2	n/a	n/a	pyFR	3	TJ031
292.17	2.486	513553	WORD	n/a	wordpools/wordpool_EN.txt	SEAL	13	2	n/a	n/a	pyFR	3	TJ031
294.656	2.555	516039	WORD	n/a	wordpools/wordpool_EN.txt	SHIRT	14	2	n/a	n/a	pyFR	3	TJ031
297.211	1.62	518593	WORD	n/a	wordpools/wordpool_EN.txt	SEED	15	2	n/a	n/a	pyFR	3	TJ031
298.831	1.017	520214	START	n/a	n/a	n/a	n/a	2	[-999 -999 -999]	-999	pyFR	3	TJ031
299.848	4.491	521231	PROB	4.469	n/a	n/a	n/a	2	[3 4 8]	25	pyFR	3	TJ031
304.339	3.841	525722	PROB	3.819	n/a	n/a	n/a	2	[1 6 1]	8	pyFR	3	TJ031
308.18	3.055	529563	PROB	3.026	n/a	n/a	n/a	2	[8 5 5]	18	pyFR	3	TJ031
311.235	3.773	532617	PROB	3.746	n/a	n/a	n/a	2	[6 7 5]	18	pyFR	3	TJ031
315.008	5.047	536390	PROB	5.047	n/a	n/a	n/a	2	[9 6 9]	24	pyFR	3	TJ031
320.055	1.214	541437	STOP	n/a	n/a	n/a	n/a	2	[-999 -999 -999]	-999	pyFR	3	TJ031
321.269	1.632	542651	REC_START	n/a	n/a	n/a	-999	-999	n/a	n/a	pyFR	3	TJ031
322.901	0.621	544282	REC_WORD	1.632	n/a	HOSE	-999	2	n/a	n/a	pyFR	3	TJ031
323.522	4.016	544903	REC_WORD	2.253	n/a	SEAT	-999	2	n/a	n/a	pyFR	3	TJ031
327.538	17.04	548919	REC_WORD	6.269	n/a	STOOL	-999	2	n/a	n/a	pyFR	3	TJ031
344.578	0.483	565959	REC_WORD	23.309	n/a	GRASS	-999	2	n/a	n/a	pyFR	3	TJ031
