name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white
LAT1	-15.8206	-17.2469	-27.565	-999	LAT	L	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter
LAT2	-14.168	-7.59214	-32.6136	-999	LAT	L	strip	Limbic Lobe	Uncus	Brodmann area 28	Gray Matter
LAT3	-16.761	2.81233	-36.3596	-999	LAT	L	strip	Limbic Lobe	Uncus	Brodmann area 36	Gray Matter
LAT4	-21.4357	13.5746	-37.7526	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT5	-28.5988	21.1213	-37.032	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT6	-38.1208	22.5063	-33.2715	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT7	-45.1863	15.8574	-27.8675	-999	LAT	L	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter
LAT8	-50.0541	7.06693	-22.6724	-999	LAT	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
LTG1	-54.8618	-60.0672	29.5595	-999	LTG	L	grid	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
LTG2	-59.0145	-49.8289	26.9796	-999	LTG	L	grid	Temporal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter
LTG3	-59.4639	-39.2294	24.326	-999	LTG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter
LTG4	-59.9744	-26.8689	21.7973	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 40	Gray Matter
LTG5	-57.7377	-17.1853	19.0075	-999	LTG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 43	Gray Matter
LTG6	-56.0983	-6.36805	15.177	-999	LTG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 43	Gray Matter
LTG7	-56.045	-63.59	19.1191	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 39	Gray Matter
LTG8	-60.1978	-53.3517	16.5392	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG9	-61.7052	-42.8554	13.9066	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG10	-62.1749	-31.6689	11.2947	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 41_42	Gray Matter
LTG11	-60.508	-20.8629	8.59877	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 41_42	Gray Matter
LTG12	-58.3395	-9.99406	4.75762	-999	LTG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter
LTG13	-57.8255	-65.9792	7.63795	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 39	Gray Matter
LTG14	-62.4797	-55.8038	6.20327	-999	LTG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter
